"Sl. No.","Date","Invoice No.","Model","Part No.","Part Description","Remarks (Nature)","SN","Spare","Qty","Replacement Status","Rep Serial No","Addl Remarks"
"1757","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1758","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1759","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1760","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1761","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1762","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1763","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1764","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1765","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1766","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1767","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1768","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1769","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1770","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1771","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1772","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1773","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1774","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1775","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1776","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1777","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1778","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1779","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1780","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1781","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1782","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1783","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1784","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1785","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1786","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1787","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1788","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1789","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1790","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1791","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1792","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1793","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1794","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1795","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1796","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1797","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1798","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1799","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0026","Tubing with connector for reusable cuff","","","","1","Replacement Pending from BLT","",""
"1800","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1801","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1802","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1803","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1804","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1805","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1806","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1807","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1808","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1809","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1810","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1811","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1812","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1813","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1814","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1815","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1816","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1817","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1818","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1819","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1820","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1821","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1822","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1823","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1824","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1825","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1826","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1827","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1828","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1829","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1830","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1831","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1832","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1833","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1834","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1835","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1836","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1837","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1838","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1839","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1840","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1841","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1842","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1843","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1844","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1845","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1846","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1847","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1848","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1849","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1850","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1851","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1852","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1853","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
"1854","28 Jul 2026","gfyhg","TS-III Analog Upgradable","15-100-0008","Adult Disposable Adhesive Electrodes","","","","1","Replacement Pending from BLT","",""
